categoria,descricao,codigo_produto,codigo_auxiliar,valor_1,valor_2,valor_3
EXPEDICAO,>OTASSIUM CARBONATE,1000029500,CEF192024,82.65,82.65,0.00
EXPEDICAO,PSY26601210001 - PSYLLIUM,726663001516,L230208CL104,149.00,149.00,0.00
EXPEDICAO,PSY26601210001 - PSYLLIUM,726663001516,L230208CL105,140.00,140.00,0.00
EXPEDICAO,PTYA1XDES29816 - PITAYA,722133002515,L240605CL203,480.00,480.00,0.00
EXPEDICAO,PTYA1XDES29816 - PITAYA,722133002515,L240605CL201,60.00,60.00,0.00
EXPEDICAO,PTYA1XDES29816 - PITAYA,722133002515,L240603CL205,40.00,40.00,0.00
EXPEDICAO,PTYA1XDES29816 - PITAYA - SA,722132003515,S240531CL201,980.00,980.00,0.00
EXPEDICAO,PYRIDOXINE HCL VITAMINA B6 FAQ,1000016098,1223050008,84.11,84.70,0.59
EXPEDICAO,PYRIDOXINE HCL VITAMINA B6 FAQ,1000016098,1223060005,25.00,25.00,0.00
EXPEDICAO,PYRIDOXINE HCL VITAMINA B6 FAQ,1000016098,1223100014,100.00,100.00,0.00
EXPEDICAO,RESIDUO EXTRATO VEGETAL PO,729099998000,9067,0.06,0.00,0.06
EXPEDICAO,RIBBON 110MM X 74M,1000014729,23090608,34.00,34.00,0.00
EXPEDICAO,"SACA DE 1KG 24 X 34 X 0,12",1000014725,4766/2025,16000.00,16000.00,0.00
EXPEDICAO,SACA DE RAFIA 90 X 150,1000014724,121871,111.00,111.00,0.00
EXPEDICAO,SACARINA SODICA,1000016114,126757,25.00,25.00,0.00
EXPEDICAO,SACO DE POLITILENO 40/60 20MM,1000014720,113785,565.00,565.00,0.00
EXPEDICAO,"SACO POLIETILENO 60-1,00 20 MM",1000014697,945990,19550.00,19550.00,0.00
EXPEDICAO,"SACO POLIETILENO 60-1,00 20 MM",1000014697,23184,19300.00,19300.00,0.00
EXPEDICAO,"SACO POLIETILENO 60-1,00 20 MM",1000014697,SCCAV50040522/01,4600.00,4600.00,0.00
EXPEDICAO,STRETCH AUTOMATICO,1100045781,22526,640.00,639.00,1.00
EXPEDICAO,SUCO CON CL ACEROLA VERDE,1000014501,6431/2024,0.00,0.00,0.00
EXPEDICAO,SUCO CON CL ACEROLA VERDE,1000014501,6546/2024,0.00,0.00,0.00
EXPEDICAO,SUCO CONC PULPOSO ACEROLA V OR,1000014775,240455,0.00,0.00,00
EXPEDICAO,SUCO DE MACA CLARIFICADO 70 BR,1000014542,U123101206,45.90,0.00,45.90
EXPEDICAO,SUCO DE MACA CLARIFICADO 70 BR,1000014542,523121099,143.10,160.50,17.40
EXPEDICAO,SUCO DE MACA PULPOSO 41 BRIX,1000014969,C002-YB2302160,240.00,240.00,0.00
EXPEDICAO,SUCRALOSE - IMP,1000016112,XK23103102,80.00,80.00,0.00
EXPEDICAO,TABULEIRO 1200X1000,1000014704,XK23103141,52.00,52.00,0.00
EXPEDICAO,TAURINE 0.5% FOOD GRADE ANT CA,1000016094,CT24030003,1955.67,1956.67,1.00
EXPEDICAO,TAURINE 0.5% FOOD GRADE ANT CA,1000016094,UT23100011,2.40,2.39,0.01
EXPEDICAO,TAURINE 0.5% FOOD GRADE ANT CA,1000016094,H202303009NC,2581.25,2581.25,0.00
EXPEDICAO,TAURINE 0.5% FOOD GRADE ANT CA,1000016094,H202304001NC,71.87,72.87,1.00
EXPEDICAO,VITAMIN B12 1% SD FASB754,1000016110,H202305057NC,20.00,20.00,0.00
EXPEDICAO,VITAMIN B12 1% SD FASB754,1000016110,300608205,9.38,9.38,0.00
EXPEDICAO,VITAMINA B2,1000016102,29052306325,130.40,130.38,0.02
EXPEDICAC,VITAMINA B2,1000016102,B2005-NIA108,24.15,24.15,0.00
EXPEDICAC,VITAMINA B2,1000016102,BDB07BASE1,80.00,80.00,0.00
P&D,GUASE7230618 - GUARANA - SA,721252065515,MTO120E01,20.00,20.00,0.00
P&D,CAFEINA NATURAL DO CAFE,1000014694,RA80240303,0.01,0.00,0.01.
P&D,NIACINAMIDE USP/FCC FALF600,1000016096,,0.23,0.24,0.00
P&D,D!OXIDO DE SILICIO TIXOSIL 38A,1000016160,,0.75,0.72,0.03
P&D,CAFEINA ORGANICA,1000014968,,0.60,0.59,0.01
U80,STEVIA RA80,1000016201,,0.14,0.13,.02
