categoria,descricao,codigo_produto,codigo_auxiliar,valor_1,valor_2,valor_3
EXPEDICAO,AFEINA ANIDRA (SINTETICA),1000014801,1032404477,850.00,850.00,0.0
EXPEDICAO,;AFEINA ANIDRA (SINTETICA),1000014801,1032404478,150.01,150.00,0.01
EXPEDICAO,SAFEINA NATURAL DO CAFE,1000014694,1072407343,50.00,50.00,0.00
EXPEDICAO,CAFEINA NATURAL DO CAFE,1000014694,6092407516,150.00,150.00,0.00
EXPEDICAO,CAFEINA NATURAL DO CAFE,1000014694,6092407518,0.01,0.00,0.0
EXPEDICAO,CAFEINA ORGANICA,1000014968,MT0122L02,323.52,323.50,4.02
EXPEDICAO,CAFEINA ORGANICA,1000014968,MTO122B01,6.19,6.09,0.10
EXPEDICAO,CAIXA DE EMBARQUE - 490MM,1000014730,20231114,48.00,48.00,0.00
EXPEDICAO,CAIXA EMBARQUE 490X385X255-MM,1000014698,20240601,100.00,100.00,0.00
EXPEDICAO,CAIXA EMBARQUE 490X385X255 MM,1000014698,438919,360.00,400.00,40.00
EXPEDICAO,CAIXA EMBARQUE 490X385X255 MM,1000014698,22403084,0.00,0.00,0.00
EXPEDICAO,CANTONEIRA PAPELAO 100X50X50X3,1000014709,L231219CL202,3000.00,3000.00,0.00
EXPEDICAO,CICLAMATO DE SODIO NAC,1000016109,L230801CL202,50.00,50.00,0.00
EXPEDICAO,CICLAMATO DE SODIO NAC,1000016109,L241025CL201,0.00,0.00,0.00
EXPEDICAO,CNP4350919PET - CENOURA,722543003515,5870076,9.81,9.81,0.00
EXPEDICAO,CNP4350919PET - CENOURA,722543003515,78513,14.90,14.90.,0.00
EXPEDICAO,CNP4350919PET - CENOURA,722543003515,L240813CL201,620.00,620.00,0.00
EXPEDICAO,CORANTE AMARELO N5,1000016122,L241002CL302,20.00,20.00,0.00
EXPEDICAO,.CORANTE CARAMELO IV,1000015593,L241002CL301,100.00,100.00,0.00
EXPEDICAO,CRB6820620 - CRANBERRY,722193002515,L241002CL304,80.00,80.00.,0.00
EXPEDICAO,DAF 5670-ENERGY BLEND C/ 82,723903071515,L241002CL303,432.00,432.00,0.00
EXPEDICAO,DAF 5670-ENERGY BLEND C/ B2,723903071515,23111408,216.00,216.00,0.00
EXPEDICAO,DAF 5671-PA,723903068515,23061901,440.00,440.00,0.00
EXPEDICAO,DAF.5671-PA,723903068515,BDB07BASE1,220.00,220.00,0.00
EXPEDICAO,D-CALCIUM PANTOTHENATE FCC/USP,1000016097,L230807CL401,400.00,400.00,0.00
EXPEDICAO,D-CALCIUM PANTOTHENATE FCC/USP,1000016097,L231201CL101,8.62,8.62,0.00
EXPEDICAO,DIOXIDO DE SILICIO TIXOSIL 38A,1000016160,117D,2.00,2.00,0.00
EXPEDICAO,DYC20303210034 - BANANA EM PO,722033002515,L230727CL201_1,27.45,27.45,0.00
EXPEDICAO,DYC28010230136-EXTRATO DE CHA,621803003515,L240812CL202,660.00,660.00,0.00
EXPEDICAO,ERVA MATE CANCHEADA TOSTADA OR,1000014996,ZZDS234000324-4,50.00,50.00,0.00
EXPEDICAO,ESP4370919PET - ESPINAFRE,722583003515,1092023,4.40,4.40,0.00
EXPEDICAO,ESP4370919PET - ESPINAFRE,722583003515,21062024,160.00,160.00,0.00
EXPEDICAO,ESPINAFRE DESIDRATADO,1000014825,AD24E90339,217.96,217.96,0.00
EXPEDICAO,ETIQUETA 100 X 200 BOPP BRANCA,1000015630,L240930CL201,33620.00,33620.00,0.00
EXPEDICAO,ETIQUETA 100 X 200 BOPP VERDE,1000015631,L231120CL202,23000.00,23000.00,0.00
EXPEDICAO,ETIQUETA ADES 100 X 50 BRANCO,1000014728,L240219CL203,1031.00,1031.00,0.00
EXPEDICAO,ETIQUETA BRANCA 45 X 40,1100045746,,11200.00,11200.00,0.00
EXPEDICAO,ETIQUETA VERDE.104 X 80,1100045747,,17997.00,18000.00,3.00
EXPEDICAO,"FILME, STRETCH HOOD, 100 MICRO",1100045570,,491.00,491.00,0.
EXPEDICAO,FRUTOSE,1000014764,,800.00,800.00,0.
EXPEDICAC,G226181120 - GUARANA,721253018555,,300.00,300.00,0.01
EXPEDICAC,GEN100DES2014 - GENGIBRE,722213001515,,340.00,340.00,0.0
EXPEDICA!,GEN100DES2014 - GENGIBRE,722213001515,,220.00,220.00,0.0
